"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",65,3647,11,3723,2022-04-21
"20 - 24",4,1036,3,1043,2022-04-21
"25 - 29",18,1763,3,1784,2022-04-21
"30 - 34",20,2459,15,2494,2022-04-21
"35 - 39",17,2520,14,2551,2022-04-21
"40 - 44",15,2782,22,2819,2022-04-21
"45 - 49",20,4051,41,4112,2022-04-21
"50 - 54",53,6194,109,6356,2022-04-21
"55 - 59",70,7535,192,7797,2022-04-21
"60 - 64",103,7988,373,8464,2022-04-21
"65 - 69",136,8156,746,9038,2022-04-21
"70 - 74",173,9711,1524,11408,2022-04-21
"75 - 79",207,9494,2560,12261,2022-04-21
"80 - 84",167,7963,2973,11103,2022-04-21
"85 - 89",154,5221,2257,7632,2022-04-21
">90",86,2410,1025,3521,2022-04-21
