"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",67,3742,13,3822,2022-06-07
"20 - 24",5,1050,3,1058,2022-06-07
"25 - 29",13,1804,3,1820,2022-06-07
"30 - 34",11,2497,15,2523,2022-06-07
"35 - 39",10,2554,16,2580,2022-06-07
"40 - 44",16,2815,22,2853,2022-06-07
"45 - 49",14,4090,42,4146,2022-06-07
"50 - 54",44,6287,112,6443,2022-06-07
"55 - 59",39,7654,198,7891,2022-06-07
"60 - 64",39,8156,385,8580,2022-06-07
"65 - 69",64,8388,760,9212,2022-06-07
"70 - 74",81,10028,1543,11652,2022-06-07
"75 - 79",115,9810,2600,12525,2022-06-07
"80 - 84",92,8265,3012,11369,2022-06-07
"85 - 89",77,5487,2292,7856,2022-06-07
">90",35,2556,1053,3644,2022-06-07
