"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",97,2664,10,2771,2022-02-11
"20 - 24",24,834,3,861,2022-02-11
"25 - 29",32,1423,3,1458,2022-02-11
"30 - 34",35,2027,13,2075,2022-02-11
"35 - 39",33,2167,12,2212,2022-02-11
"40 - 44",41,2467,19,2527,2022-02-11
"45 - 49",39,3737,33,3809,2022-02-11
"50 - 54",65,5674,98,5837,2022-02-11
"55 - 59",77,6855,170,7102,2022-02-11
"60 - 64",83,7108,333,7524,2022-02-11
"65 - 69",116,7034,678,7828,2022-02-11
"70 - 74",179,8313,1395,9887,2022-02-11
"75 - 79",168,8043,2342,10553,2022-02-11
"80 - 84",148,6499,2752,9399,2022-02-11
"85 - 89",118,4133,2050,6301,2022-02-11
">90",46,1857,887,2790,2022-02-11
