"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",28,1434,6,1468,2021-08-28
"20 - 24",5,519,3,527,2021-08-28
"25 - 29",13,851,2,866,2021-08-28
"30 - 34",20,1233,11,1264,2021-08-28
"35 - 39",18,1418,10,1446,2021-08-28
"40 - 44",17,1773,13,1803,2021-08-28
"45 - 49",13,2939,26,2978,2021-08-28
"50 - 54",36,4560,77,4673,2021-08-28
"55 - 59",34,5527,130,5691,2021-08-28
"60 - 64",41,5505,243,5789,2021-08-28
"65 - 69",25,5400,513,5938,2021-08-28
"70 - 74",40,6347,1070,7457,2021-08-28
"75 - 79",60,5950,1748,7758,2021-08-28
"80 - 84",46,4626,2007,6679,2021-08-28
"85 - 89",32,2857,1470,4359,2021-08-28
">90",13,1256,621,1890,2021-08-28
