"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",97,3990,14,4101,2022-07-28
"20 - 24",9,1102,3,1114,2022-07-28
"25 - 29",19,1873,3,1895,2022-07-28
"30 - 34",17,2572,15,2604,2022-07-28
"35 - 39",12,2620,17,2649,2022-07-28
"40 - 44",20,2888,22,2930,2022-07-28
"45 - 49",27,4173,45,4245,2022-07-28
"50 - 54",37,6409,116,6562,2022-07-28
"55 - 59",49,7863,202,8114,2022-07-28
"60 - 64",88,8432,399,8919,2022-07-28
"65 - 69",116,8768,777,9661,2022-07-28
"70 - 74",164,10497,1571,12232,2022-07-28
"75 - 79",206,10424,2653,13283,2022-07-28
"80 - 84",177,8836,3067,12080,2022-07-28
"85 - 89",138,5941,2342,8421,2022-07-28
">90",88,2796,1096,3980,2022-07-28
