"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",74,3768,13,3855,2022-06-17
"20 - 24",4,1058,3,1065,2022-06-17
"25 - 29",13,1813,3,1829,2022-06-17
"30 - 34",13,2500,15,2528,2022-06-17
"35 - 39",13,2556,16,2585,2022-06-17
"40 - 44",17,2830,22,2869,2022-06-17
"45 - 49",16,4100,42,4158,2022-06-17
"50 - 54",41,6307,113,6461,2022-06-17
"55 - 59",45,7676,198,7919,2022-06-17
"60 - 64",55,8168,386,8609,2022-06-17
"65 - 69",68,8417,761,9246,2022-06-17
"70 - 74",86,10075,1545,11706,2022-06-17
"75 - 79",129,9864,2608,12601,2022-06-17
"80 - 84",111,8311,3018,11440,2022-06-17
"85 - 89",92,5535,2299,7926,2022-06-17
">90",46,2578,1058,3682,2022-06-17
