"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",29,1407,6,1442,2021-08-20
"20 - 24",5,504,3,512,2021-08-20
"25 - 29",14,831,2,847,2021-08-20
"30 - 34",23,1203,11,1237,2021-08-20
"35 - 39",24,1386,10,1420,2021-08-20
"40 - 44",20,1739,12,1771,2021-08-20
"45 - 49",18,2908,26,2952,2021-08-20
"50 - 54",43,4522,77,4642,2021-08-20
"55 - 59",41,5485,130,5656,2021-08-20
"60 - 64",40,5483,243,5766,2021-08-20
"65 - 69",36,5363,511,5910,2021-08-20
"70 - 74",48,6301,1068,7417,2021-08-20
"75 - 79",50,5918,1739,7707,2021-08-20
"80 - 84",47,4599,1988,6634,2021-08-20
"85 - 89",29,2835,1463,4327,2021-08-20
">90",12,1243,613,1868,2021-08-20
