"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",56,2145,11,2212,2022-01-17
"20 - 24",9,729,3,741,2022-01-17
"25 - 29",23,1226,3,1252,2022-01-17
"30 - 34",13,1771,13,1797,2022-01-17
"35 - 39",29,1958,12,1999,2022-01-17
"40 - 44",30,2320,18,2368,2022-01-17
"45 - 49",26,3603,31,3660,2022-01-17
"50 - 54",52,5481,93,5626,2022-01-17
"55 - 59",71,6604,161,6836,2022-01-17
"60 - 64",83,6840,315,7238,2022-01-17
"65 - 69",92,6804,657,7553,2022-01-17
"70 - 74",100,8023,1361,9484,2022-01-17
"75 - 79",149,7747,2287,10183,2022-01-17
"80 - 84",112,6215,2687,9014,2022-01-17
"85 - 89",76,3934,2000,6010,2022-01-17
">90",28,1766,862,2656,2022-01-17
