"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",81,2938,10,3029,2022-02-27
"20 - 24",17,909,3,929,2022-02-27
"25 - 29",23,1528,3,1554,2022-02-27
"30 - 34",25,2153,13,2191,2022-02-27
"35 - 39",29,2275,13,2317,2022-02-27
"40 - 44",32,2577,20,2629,2022-02-27
"45 - 49",34,3828,35,3897,2022-02-27
"50 - 54",65,5813,101,5979,2022-02-27
"55 - 59",70,7023,173,7266,2022-02-27
"60 - 64",101,7288,338,7727,2022-02-27
"65 - 69",131,7256,697,8084,2022-02-27
"70 - 74",167,8616,1421,10204,2022-02-27
"75 - 79",203,8283,2395,10881,2022-02-27
"80 - 84",175,6749,2808,9732,2022-02-27
"85 - 89",134,4320,2090,6544,2022-02-27
">90",37,1954,917,2908,2022-02-27
