"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",34,1575,6,1615,2021-10-19
"20 - 24",2,560,3,565,2021-10-19
"25 - 29",12,925,2,939,2021-10-19
"30 - 34",13,1339,11,1363,2021-10-19
"35 - 39",11,1527,10,1548,2021-10-19
"40 - 44",17,1893,13,1923,2021-10-19
"45 - 49",19,3071,28,3118,2021-10-19
"50 - 54",30,4716,77,4823,2021-10-19
"55 - 59",39,5689,134,5862,2021-10-19
"60 - 64",36,5670,250,5956,2021-10-19
"65 - 69",43,5542,522,6107,2021-10-19
"70 - 74",67,6494,1094,7655,2021-10-19
"75 - 79",60,6094,1798,7952,2021-10-19
"80 - 84",70,4775,2064,6909,2021-10-19
"85 - 89",49,2953,1509,4511,2021-10-19
">90",23,1296,641,1960,2021-10-19
