"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",62,4669,18,4749,2023-01-16
"20 - 24",3,1195,4,1202,2023-01-16
"25 - 29",15,2040,3,2058,2023-01-16
"30 - 34",15,2781,17,2813,2023-01-16
"35 - 39",17,2827,18,2862,2023-01-16
"40 - 44",17,3089,24,3130,2023-01-16
"45 - 49",13,4415,49,4477,2023-01-16
"50 - 54",33,6819,125,6977,2023-01-16
"55 - 59",51,8425,230,8706,2023-01-16
"60 - 64",54,9301,425,9780,2023-01-16
"65 - 69",90,9980,857,10927,2023-01-16
"70 - 74",114,12139,1697,13950,2023-01-16
"75 - 79",169,12561,2865,15595,2023-01-16
"80 - 84",139,10914,3285,14338,2023-01-16
"85 - 89",128,7535,2565,10228,2023-01-16
">90",61,3658,1234,4953,2023-01-16
