"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,3705,12,3780,2022-05-17
"20 - 24",5,1044,3,1052,2022-05-17
"25 - 29",15,1789,3,1807,2022-05-17
"30 - 34",13,2486,15,2514,2022-05-17
"35 - 39",12,2538,16,2566,2022-05-17
"40 - 44",15,2803,22,2840,2022-05-17
"45 - 49",19,4073,41,4133,2022-05-17
"50 - 54",40,6259,112,6411,2022-05-17
"55 - 59",39,7625,198,7862,2022-05-17
"60 - 64",52,8117,380,8549,2022-05-17
"65 - 69",81,8314,756,9151,2022-05-17
"70 - 74",103,9942,1538,11583,2022-05-17
"75 - 79",129,9724,2590,12443,2022-05-17
"80 - 84",105,8172,3001,11278,2022-05-17
"85 - 89",99,5410,2278,7787,2022-05-17
">90",46,2508,1046,3600,2022-05-17
