"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",70,4851,19,4940,2023-03-08
"20 - 24",5,1217,4,1226,2023-03-08
"25 - 29",11,2077,3,2091,2023-03-08
"30 - 34",16,2821,17,2854,2023-03-08
"35 - 39",15,2869,19,2903,2023-03-08
"40 - 44",21,3140,25,3186,2023-03-08
"45 - 49",19,4464,49,4532,2023-03-08
"50 - 54",39,6908,129,7076,2023-03-08
"55 - 59",68,8571,239,8878,2023-03-08
"60 - 64",72,9483,438,9993,2023-03-08
"65 - 69",117,10293,879,11289,2023-03-08
"70 - 74",156,12547,1734,14437,2023-03-08
"75 - 79",217,13112,2925,16254,2023-03-08
"80 - 84",216,11454,3345,15015,2023-03-08
"85 - 89",162,7947,2624,10733,2023-03-08
">90",86,3890,1269,5245,2023-03-08
