"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",60,4144,15,4219,2022-09-14
"20 - 24",6,1126,3,1135,2022-09-14
"25 - 29",15,1922,3,1940,2022-09-14
"30 - 34",12,2628,16,2656,2022-09-14
"35 - 39",15,2665,17,2697,2022-09-14
"40 - 44",17,2938,23,2978,2022-09-14
"45 - 49",11,4236,45,4292,2022-09-14
"50 - 54",42,6499,119,6660,2022-09-14
"55 - 59",40,7989,208,8237,2022-09-14
"60 - 64",51,8618,405,9074,2022-09-14
"65 - 69",68,9036,799,9903,2022-09-14
"70 - 74",90,10878,1609,12577,2022-09-14
"75 - 79",123,10927,2699,13749,2022-09-14
"80 - 84",108,9292,3122,12522,2022-09-14
"85 - 89",91,6290,2404,8785,2022-09-14
">90",41,3006,1128,4175,2022-09-14
