"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",84,4025,15,4124,2022-08-04
"20 - 24",9,1106,3,1118,2022-08-04
"25 - 29",16,1886,3,1905,2022-08-04
"30 - 34",16,2591,15,2622,2022-08-04
"35 - 39",12,2634,17,2663,2022-08-04
"40 - 44",15,2897,22,2934,2022-08-04
"45 - 49",20,4190,45,4255,2022-08-04
"50 - 54",39,6422,116,6577,2022-08-04
"55 - 59",55,7889,203,8147,2022-08-04
"60 - 64",71,8488,403,8962,2022-08-04
"65 - 69",92,8837,786,9715,2022-08-04
"70 - 74",149,10573,1582,12304,2022-08-04
"75 - 79",167,10540,2667,13374,2022-08-04
"80 - 84",173,8926,3079,12178,2022-08-04
"85 - 89",121,6012,2355,8488,2022-08-04
">90",74,2850,1100,4024,2022-08-04
