"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",60,3694,13,3767,2022-05-09
"20 - 24",3,1044,3,1050,2022-05-09
"25 - 29",15,1782,3,1800,2022-05-09
"30 - 34",13,2479,15,2507,2022-05-09
"35 - 39",18,2530,16,2564,2022-05-09
"40 - 44",16,2796,22,2834,2022-05-09
"45 - 49",17,4067,41,4125,2022-05-09
"50 - 54",40,6244,112,6396,2022-05-09
"55 - 59",52,7597,198,7847,2022-05-09
"60 - 64",74,8079,377,8530,2022-05-09
"65 - 69",84,8277,753,9114,2022-05-09
"70 - 74",118,9889,1530,11537,2022-05-09
"75 - 79",143,9667,2581,12391,2022-05-09
"80 - 84",127,8108,2992,11227,2022-05-09
"85 - 89",124,5349,2273,7746,2022-05-09
">90",56,2479,1042,3577,2022-05-09
