"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",64,4665,18,4747,2023-01-13
"20 - 24",3,1195,4,1202,2023-01-13
"25 - 29",16,2038,3,2057,2023-01-13
"30 - 34",15,2780,17,2812,2023-01-13
"35 - 39",18,2825,18,2861,2023-01-13
"40 - 44",18,3086,24,3128,2023-01-13
"45 - 49",17,4411,49,4477,2023-01-13
"50 - 54",32,6816,125,6973,2023-01-13
"55 - 59",55,8417,229,8701,2023-01-13
"60 - 64",57,9288,427,9772,2023-01-13
"65 - 69",104,9955,853,10912,2023-01-13
"70 - 74",134,12112,1694,13940,2023-01-13
"75 - 79",184,12524,2859,15567,2023-01-13
"80 - 84",152,10879,3279,14310,2023-01-13
"85 - 89",143,7506,2563,10212,2023-01-13
">90",63,3645,1232,4940,2023-01-13
