"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",93,2609,13,2715,2022-02-08
"20 - 24",27,820,3,850,2022-02-08
"25 - 29",38,1396,3,1437,2022-02-08
"30 - 34",40,1982,13,2035,2022-02-08
"35 - 39",39,2143,12,2194,2022-02-08
"40 - 44",37,2451,19,2507,2022-02-08
"45 - 49",42,3720,33,3795,2022-02-08
"50 - 54",69,5646,95,5810,2022-02-08
"55 - 59",94,6810,169,7073,2022-02-08
"60 - 64",91,7061,332,7484,2022-02-08
"65 - 69",125,6997,675,7797,2022-02-08
"70 - 74",176,8264,1391,9831,2022-02-08
"75 - 79",180,8006,2341,10527,2022-02-08
"80 - 84",176,6443,2743,9362,2022-02-08
"85 - 89",129,4094,2039,6262,2022-02-08
">90",46,1838,883,2767,2022-02-08
