"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",91,3221,11,3323,2022-03-15
"20 - 24",14,970,3,987,2022-03-15
"25 - 29",37,1625,3,1665,2022-03-15
"30 - 34",33,2276,13,2322,2022-03-15
"35 - 39",32,2376,13,2421,2022-03-15
"40 - 44",26,2657,21,2704,2022-03-15
"45 - 49",35,3909,38,3982,2022-03-15
"50 - 54",60,5958,102,6120,2022-03-15
"55 - 59",102,7192,177,7471,2022-03-15
"60 - 64",134,7504,350,7988,2022-03-15
"65 - 69",157,7512,715,8384,2022-03-15
"70 - 74",236,8903,1452,10591,2022-03-15
"75 - 79",257,8603,2441,11301,2022-03-15
"80 - 84",252,7058,2858,10168,2022-03-15
"85 - 89",207,4555,2146,6908,2022-03-15
">90",108,2045,953,3106,2022-03-15
