"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",58,3703,12,3773,2022-05-13
"20 - 24",3,1044,3,1050,2022-05-13
"25 - 29",14,1787,3,1804,2022-05-13
"30 - 34",11,2482,15,2508,2022-05-13
"35 - 39",15,2536,16,2567,2022-05-13
"40 - 44",15,2799,22,2836,2022-05-13
"45 - 49",20,4071,41,4132,2022-05-13
"50 - 54",39,6251,113,6403,2022-05-13
"55 - 59",46,7612,198,7856,2022-05-13
"60 - 64",66,8099,377,8542,2022-05-13
"65 - 69",76,8304,753,9133,2022-05-13
"70 - 74",100,9931,1535,11566,2022-05-13
"75 - 79",133,9705,2586,12424,2022-05-13
"80 - 84",119,8146,2999,11264,2022-05-13
"85 - 89",102,5390,2277,7769,2022-05-13
">90",40,2499,1046,3585,2022-05-13
