"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",34,1543,6,1583,2021-10-11
"20 - 24",2,555,3,560,2021-10-11
"25 - 29",9,914,2,925,2021-10-11
"30 - 34",11,1319,11,1341,2021-10-11
"35 - 39",9,1513,10,1532,2021-10-11
"40 - 44",13,1881,13,1907,2021-10-11
"45 - 49",18,3049,28,3095,2021-10-11
"50 - 54",24,4698,77,4799,2021-10-11
"55 - 59",28,5665,133,5826,2021-10-11
"60 - 64",28,5637,248,5913,2021-10-11
"65 - 69",29,5517,521,6067,2021-10-11
"70 - 74",42,6468,1091,7601,2021-10-11
"75 - 79",44,6070,1793,7907,2021-10-11
"80 - 84",48,4748,2054,6850,2021-10-11
"85 - 89",25,2938,1499,4462,2021-10-11
">90",14,1291,636,1941,2021-10-11
