"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",88,3259,11,3358,2022-03-17
"20 - 24",13,981,3,997,2022-03-17
"25 - 29",42,1641,3,1686,2022-03-17
"30 - 34",43,2287,13,2343,2022-03-17
"35 - 39",36,2392,13,2441,2022-03-17
"40 - 44",28,2669,21,2718,2022-03-17
"45 - 49",42,3926,39,4007,2022-03-17
"50 - 54",70,5979,103,6152,2022-03-17
"55 - 59",111,7216,177,7504,2022-03-17
"60 - 64",143,7547,351,8041,2022-03-17
"65 - 69",187,7556,715,8458,2022-03-17
"70 - 74",238,8979,1454,10671,2022-03-17
"75 - 79",264,8679,2447,11390,2022-03-17
"80 - 84",261,7129,2869,10259,2022-03-17
"85 - 89",209,4609,2155,6973,2022-03-17
">90",100,2073,958,3131,2022-03-17
