"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",67,3725,13,3805,2022-05-24
"20 - 24",4,1047,3,1054,2022-05-24
"25 - 29",12,1794,3,1809,2022-05-24
"30 - 34",11,2494,15,2520,2022-05-24
"35 - 39",11,2545,16,2572,2022-05-24
"40 - 44",12,2808,22,2842,2022-05-24
"45 - 49",17,4079,41,4137,2022-05-24
"50 - 54",40,6269,113,6422,2022-05-24
"55 - 59",40,7633,198,7871,2022-05-24
"60 - 64",50,8134,381,8565,2022-05-24
"65 - 69",76,8340,761,9177,2022-05-24
"70 - 74",88,9982,1539,11609,2022-05-24
"75 - 79",126,9758,2593,12477,2022-05-24
"80 - 84",105,8209,3002,11316,2022-05-24
"85 - 89",76,5445,2286,7807,2022-05-24
">90",44,2528,1049,3621,2022-05-24
