"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",52,1731,10,1793,2021-11-20
"20 - 24",6,604,3,613,2021-11-20
"25 - 29",22,999,2,1023,2021-11-20
"30 - 34",30,1457,11,1498,2021-11-20
"35 - 39",34,1635,10,1679,2021-11-20
"40 - 44",30,2014,15,2059,2021-11-20
"45 - 49",47,3211,28,3286,2021-11-20
"50 - 54",68,4890,78,5036,2021-11-20
"55 - 59",77,5899,142,6118,2021-11-20
"60 - 64",124,5934,263,6321,2021-11-20
"65 - 69",168,5830,548,6546,2021-11-20
"70 - 74",216,6848,1150,8214,2021-11-20
"75 - 79",283,6502,1907,8692,2021-11-20
"80 - 84",281,5162,2226,7669,2021-11-20
"85 - 89",201,3238,1640,5079,2021-11-20
">90",95,1428,707,2230,2021-11-20
