"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",61,1849,11,1921,2021-12-03
"20 - 24",13,627,3,643,2021-12-03
"25 - 29",24,1060,2,1086,2021-12-03
"30 - 34",23,1534,12,1569,2021-12-03
"35 - 39",45,1726,11,1782,2021-12-03
"40 - 44",51,2088,16,2155,2021-12-03
"45 - 49",57,3325,30,3412,2021-12-03
"50 - 54",94,5042,82,5218,2021-12-03
"55 - 59",108,6078,149,6335,2021-12-03
"60 - 64",157,6181,275,6613,2021-12-03
"65 - 69",209,6087,574,6870,2021-12-03
"70 - 74",287,7150,1207,8644,2021-12-03
"75 - 79",338,6836,2044,9218,2021-12-03
"80 - 84",311,5494,2383,8188,2021-12-03
"85 - 89",229,3459,1772,5460,2021-12-03
">90",84,1543,756,2383,2021-12-03
