"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",80,2550,14,2644,2022-02-06
"20 - 24",24,809,3,836,2022-02-06
"25 - 29",36,1382,3,1421,2022-02-06
"30 - 34",38,1950,13,2001,2022-02-06
"35 - 39",38,2120,12,2170,2022-02-06
"40 - 44",36,2439,19,2494,2022-02-06
"45 - 49",36,3705,32,3773,2022-02-06
"50 - 54",66,5618,95,5779,2022-02-06
"55 - 59",89,6787,168,7044,2022-02-06
"60 - 64",88,7037,329,7454,2022-02-06
"65 - 69",111,6973,675,7759,2022-02-06
"70 - 74",146,8231,1387,9764,2022-02-06
"75 - 79",177,7978,2337,10492,2022-02-06
"80 - 84",156,6419,2736,9311,2022-02-06
"85 - 89",122,4075,2030,6227,2022-02-06
">90",43,1831,879,2753,2022-02-06
