"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",62,4947,18,5027,2023-03-24
"20 - 24",5,1225,4,1234,2023-03-24
"25 - 29",11,2090,3,2104,2023-03-24
"30 - 34",17,2841,18,2876,2023-03-24
"35 - 39",15,2891,19,2925,2023-03-24
"40 - 44",18,3162,25,3205,2023-03-24
"45 - 49",18,4494,50,4562,2023-03-24
"50 - 54",41,6967,129,7137,2023-03-24
"55 - 59",70,8648,244,8962,2023-03-24
"60 - 64",76,9620,443,10139,2023-03-24
"65 - 69",109,10480,888,11477,2023-03-24
"70 - 74",161,12806,1752,14719,2023-03-24
"75 - 79",205,13416,2941,16562,2023-03-24
"80 - 84",214,11786,3387,15387,2023-03-24
"85 - 89",200,8170,2656,11026,2023-03-24
">90",72,4022,1286,5380,2023-03-24
