"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",69,4417,16,4502,2022-11-10
"20 - 24",11,1169,4,1184,2022-11-10
"25 - 29",13,1983,3,1999,2022-11-10
"30 - 34",17,2705,16,2738,2022-11-10
"35 - 39",18,2756,17,2791,2022-11-10
"40 - 44",20,3012,24,3056,2022-11-10
"45 - 49",14,4316,46,4376,2022-11-10
"50 - 54",49,6655,124,6828,2022-11-10
"55 - 59",43,8219,219,8481,2022-11-10
"60 - 64",69,8934,414,9417,2022-11-10
"65 - 69",104,9509,824,10437,2022-11-10
"70 - 74",124,11509,1648,13281,2022-11-10
"75 - 79",189,11752,2782,14723,2022-11-10
"80 - 84",162,10108,3208,13478,2022-11-10
"85 - 89",114,6912,2478,9504,2022-11-10
">90",59,3330,1180,4569,2022-11-10
