"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",27,1351,6,1384,2021-08-02
"20 - 24",7,478,3,488,2021-08-02
"25 - 29",19,780,2,801,2021-08-02
"30 - 34",23,1150,10,1183,2021-08-02
"35 - 39",20,1341,10,1371,2021-08-02
"40 - 44",28,1670,12,1710,2021-08-02
"45 - 49",34,2843,25,2902,2021-08-02
"50 - 54",44,4426,76,4546,2021-08-02
"55 - 59",53,5387,130,5570,2021-08-02
"60 - 64",49,5386,241,5676,2021-08-02
"65 - 69",38,5309,503,5850,2021-08-02
"70 - 74",53,6248,1060,7361,2021-08-02
"75 - 79",54,5853,1725,7632,2021-08-02
"80 - 84",49,4543,1967,6559,2021-08-02
"85 - 89",33,2784,1444,4261,2021-08-02
">90",20,1219,604,1843,2021-08-02
