"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",66,4236,15,4317,2022-10-11
"20 - 24",5,1140,4,1149,2022-10-11
"25 - 29",18,1941,3,1962,2022-10-11
"30 - 34",23,2648,16,2687,2022-10-11
"35 - 39",17,2687,17,2721,2022-10-11
"40 - 44",21,2965,23,3009,2022-10-11
"45 - 49",17,4264,46,4327,2022-10-11
"50 - 54",41,6549,120,6710,2022-10-11
"55 - 59",53,8072,211,8336,2022-10-11
"60 - 64",87,8719,407,9213,2022-10-11
"65 - 69",122,9176,811,10109,2022-10-11
"70 - 74",154,11074,1621,12849,2022-10-11
"75 - 79",197,11209,2723,14129,2022-10-11
"80 - 84",213,9572,3145,12930,2022-10-11
"85 - 89",171,6486,2432,9089,2022-10-11
">90",80,3121,1144,4345,2022-10-11
