"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",76,3815,13,3904,2022-06-27
"20 - 24",8,1062,3,1073,2022-06-27
"25 - 29",9,1823,3,1835,2022-06-27
"30 - 34",14,2511,15,2540,2022-06-27
"35 - 39",13,2564,16,2593,2022-06-27
"40 - 44",13,2839,22,2874,2022-06-27
"45 - 49",18,4110,42,4170,2022-06-27
"50 - 54",45,6322,112,6479,2022-06-27
"55 - 59",58,7703,198,7959,2022-06-27
"60 - 64",68,8208,385,8661,2022-06-27
"65 - 69",89,8473,766,9328,2022-06-27
"70 - 74",113,10129,1546,11788,2022-06-27
"75 - 79",162,9944,2612,12718,2022-06-27
"80 - 84",158,8367,3025,11550,2022-06-27
"85 - 89",122,5593,2302,8017,2022-06-27
">90",47,2618,1064,3729,2022-06-27
