"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",65,4920,19,5004,2023-03-20
"20 - 24",4,1224,4,1232,2023-03-20
"25 - 29",10,2087,3,2100,2023-03-20
"30 - 34",17,2837,17,2871,2023-03-20
"35 - 39",15,2887,19,2921,2023-03-20
"40 - 44",19,3157,25,3201,2023-03-20
"45 - 49",20,4487,50,4557,2023-03-20
"50 - 54",40,6953,128,7121,2023-03-20
"55 - 59",70,8628,242,8940,2023-03-20
"60 - 64",80,9577,440,10097,2023-03-20
"65 - 69",124,10422,883,11429,2023-03-20
"70 - 74",165,12722,1749,14636,2023-03-20
"75 - 79",213,13314,2937,16464,2023-03-20
"80 - 84",237,11681,3368,15286,2023-03-20
"85 - 89",185,8098,2647,10930,2023-03-20
">90",71,3986,1280,5337,2023-03-20
