"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",84,3472,12,3568,2022-04-02
"20 - 24",12,1013,3,1028,2022-04-02
"25 - 29",23,1721,3,1747,2022-04-02
"30 - 34",26,2399,15,2440,2022-04-02
"35 - 39",27,2488,13,2528,2022-04-02
"40 - 44",30,2735,22,2787,2022-04-02
"45 - 49",34,4001,40,4075,2022-04-02
"50 - 54",63,6102,109,6274,2022-04-02
"55 - 59",91,7409,183,7683,2022-04-02
"60 - 64",115,7805,361,8281,2022-04-02
"65 - 69",178,7895,729,8802,2022-04-02
"70 - 74",220,9380,1489,11089,2022-04-02
"75 - 79",281,9101,2510,11892,2022-04-02
"80 - 84",259,7592,2930,10781,2022-04-02
"85 - 89",190,4953,2219,7362,2022-04-02
">90",110,2261,990,3361,2022-04-02
