"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",62,1788,11,1861,2021-11-28
"20 - 24",5,617,3,625,2021-11-28
"25 - 29",22,1032,2,1056,2021-11-28
"30 - 34",30,1502,12,1544,2021-11-28
"35 - 39",43,1681,10,1734,2021-11-28
"40 - 44",46,2047,16,2109,2021-11-28
"45 - 49",57,3267,30,3354,2021-11-28
"50 - 54",92,4970,80,5142,2021-11-28
"55 - 59",108,5985,146,6239,2021-11-28
"60 - 64",146,6072,272,6490,2021-11-28
"65 - 69",200,5962,564,6726,2021-11-28
"70 - 74",267,7017,1179,8463,2021-11-28
"75 - 79",318,6678,1986,8982,2021-11-28
"80 - 84",299,5354,2319,7972,2021-11-28
"85 - 89",218,3351,1723,5292,2021-11-28
">90",96,1484,734,2314,2021-11-28
