"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",106,3083,11,3200,2022-03-09
"20 - 24",13,948,3,964,2022-03-09
"25 - 29",34,1579,3,1616,2022-03-09
"30 - 34",27,2225,13,2265,2022-03-09
"35 - 39",29,2329,13,2371,2022-03-09
"40 - 44",26,2626,21,2673,2022-03-09
"45 - 49",30,3876,37,3943,2022-03-09
"50 - 54",76,5896,101,6073,2022-03-09
"55 - 59",93,7117,176,7386,2022-03-09
"60 - 64",115,7415,346,7876,2022-03-09
"65 - 69",128,7405,706,8239,2022-03-09
"70 - 74",197,8787,1431,10415,2022-03-09
"75 - 79",205,8463,2428,11096,2022-03-09
"80 - 84",188,6922,2836,9946,2022-03-09
"85 - 89",155,4462,2127,6744,2022-03-09
">90",62,1998,934,2994,2022-03-09
