"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",104,2794,11,2909,2022-02-17
"20 - 24",25,869,3,897,2022-02-17
"25 - 29",29,1473,3,1505,2022-02-17
"30 - 34",24,2101,13,2138,2022-02-17
"35 - 39",33,2220,12,2265,2022-02-17
"40 - 44",42,2514,20,2576,2022-02-17
"45 - 49",47,3777,33,3857,2022-02-17
"50 - 54",83,5722,98,5903,2022-02-17
"55 - 59",76,6922,170,7168,2022-02-17
"60 - 64",112,7171,335,7618,2022-02-17
"65 - 69",134,7121,688,7943,2022-02-17
"70 - 74",187,8436,1409,10032,2022-02-17
"75 - 79",201,8120,2365,10686,2022-02-17
"80 - 84",192,6588,2774,9554,2022-02-17
"85 - 89",139,4199,2068,6406,2022-02-17
">90",51,1896,897,2844,2022-02-17
