"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",68,4199,16,4283,2022-10-03
"20 - 24",6,1134,4,1144,2022-10-03
"25 - 29",16,1933,3,1952,2022-10-03
"30 - 34",15,2642,16,2673,2022-10-03
"35 - 39",14,2680,17,2711,2022-10-03
"40 - 44",22,2958,23,3003,2022-10-03
"45 - 49",13,4250,45,4308,2022-10-03
"50 - 54",36,6533,120,6689,2022-10-03
"55 - 59",47,8043,209,8299,2022-10-03
"60 - 64",74,8666,406,9146,2022-10-03
"65 - 69",96,9114,805,10015,2022-10-03
"70 - 74",130,10985,1615,12730,2022-10-03
"75 - 79",191,11062,2709,13962,2022-10-03
"80 - 84",162,9449,3138,12749,2022-10-03
"85 - 89",126,6400,2419,8945,2022-10-03
">90",65,3068,1136,4269,2022-10-03
