"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,3825,13,3916,2022-06-29
"20 - 24",11,1064,3,1078,2022-06-29
"25 - 29",10,1824,3,1837,2022-06-29
"30 - 34",15,2513,15,2543,2022-06-29
"35 - 39",15,2566,16,2597,2022-06-29
"40 - 44",17,2840,22,2879,2022-06-29
"45 - 49",17,4116,42,4175,2022-06-29
"50 - 54",45,6325,113,6483,2022-06-29
"55 - 59",53,7713,198,7964,2022-06-29
"60 - 64",72,8221,387,8680,2022-06-29
"65 - 69",93,8494,766,9353,2022-06-29
"70 - 74",130,10146,1548,11824,2022-06-29
"75 - 79",169,9974,2612,12755,2022-06-29
"80 - 84",146,8403,3027,11576,2022-06-29
"85 - 89",118,5616,2304,8038,2022-06-29
">90",57,2629,1064,3750,2022-06-29
