"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,4745,19,4827,2023-02-13
"20 - 24",4,1203,4,1211,2023-02-13
"25 - 29",9,2060,3,2072,2023-02-13
"30 - 34",18,2798,17,2833,2023-02-13
"35 - 39",12,2847,18,2877,2023-02-13
"40 - 44",15,3112,24,3151,2023-02-13
"45 - 49",12,4433,49,4494,2023-02-13
"50 - 54",26,6861,129,7016,2023-02-13
"55 - 59",48,8496,235,8779,2023-02-13
"60 - 64",50,9377,432,9859,2023-02-13
"65 - 69",84,10119,866,11069,2023-02-13
"70 - 74",93,12307,1716,14116,2023-02-13
"75 - 79",133,12809,2898,15840,2023-02-13
"80 - 84",139,11166,3311,14616,2023-02-13
"85 - 89",100,7728,2595,10423,2023-02-13
">90",60,3761,1252,5073,2023-02-13
