"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",71,4865,18,4954,2023-03-10
"20 - 24",6,1217,4,1227,2023-03-10
"25 - 29",9,2079,3,2091,2023-03-10
"30 - 34",18,2824,17,2859,2023-03-10
"35 - 39",14,2872,19,2905,2023-03-10
"40 - 44",20,3144,25,3189,2023-03-10
"45 - 49",18,4470,49,4537,2023-03-10
"50 - 54",45,6918,128,7091,2023-03-10
"55 - 59",68,8586,240,8894,2023-03-10
"60 - 64",76,9501,438,10015,2023-03-10
"65 - 69",121,10322,880,11323,2023-03-10
"70 - 74",177,12579,1737,14493,2023-03-10
"75 - 79",216,13149,2928,16293,2023-03-10
"80 - 84",217,11506,3348,15071,2023-03-10
"85 - 89",155,7980,2633,10768,2023-03-10
">90",84,3910,1272,5266,2023-03-10
