"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",34,1344,6,1384,2021-07-30
"20 - 24",10,472,3,485,2021-07-30
"25 - 29",17,773,2,792,2021-07-30
"30 - 34",14,1141,10,1165,2021-07-30
"35 - 39",23,1329,10,1362,2021-07-30
"40 - 44",23,1658,12,1693,2021-07-30
"45 - 49",33,2832,25,2890,2021-07-30
"50 - 54",49,4411,76,4536,2021-07-30
"55 - 59",40,5380,130,5550,2021-07-30
"60 - 64",41,5378,241,5660,2021-07-30
"65 - 69",26,5302,503,5831,2021-07-30
"70 - 74",43,6242,1057,7342,2021-07-30
"75 - 79",52,5847,1723,7622,2021-07-30
"80 - 84",47,4538,1964,6549,2021-07-30
"85 - 89",35,2780,1443,4258,2021-07-30
">90",18,1213,604,1835,2021-07-30
