"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",70,4596,16,4682,2022-12-29
"20 - 24",2,1191,4,1197,2022-12-29
"25 - 29",17,2023,3,2043,2022-12-29
"30 - 34",17,2751,17,2785,2022-12-29
"35 - 39",16,2795,18,2829,2022-12-29
"40 - 44",20,3064,24,3108,2022-12-29
"45 - 49",15,4375,47,4437,2022-12-29
"50 - 54",40,6758,125,6923,2022-12-29
"55 - 59",50,8358,224,8632,2022-12-29
"60 - 64",59,9153,424,9636,2022-12-29
"65 - 69",104,9780,843,10727,2022-12-29
"70 - 74",122,11890,1677,13689,2022-12-29
"75 - 79",190,12244,2836,15270,2022-12-29
"80 - 84",165,10584,3253,14002,2022-12-29
"85 - 89",150,7261,2526,9937,2022-12-29
">90",85,3519,1217,4821,2022-12-29
