"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",82,3351,11,3444,2022-03-23
"20 - 24",12,998,3,1013,2022-03-23
"25 - 29",30,1683,3,1716,2022-03-23
"30 - 34",36,2335,14,2385,2022-03-23
"35 - 39",33,2438,13,2484,2022-03-23
"40 - 44",31,2698,21,2750,2022-03-23
"45 - 49",35,3956,39,4030,2022-03-23
"50 - 54",71,6019,107,6197,2022-03-23
"55 - 59",115,7294,179,7588,2022-03-23
"60 - 64",138,7637,353,8128,2022-03-23
"65 - 69",204,7697,718,8619,2022-03-23
"70 - 74",247,9119,1469,10835,2022-03-23
"75 - 79",287,8839,2470,11596,2022-03-23
"80 - 84",270,7304,2897,10471,2022-03-23
"85 - 89",209,4736,2184,7129,2022-03-23
">90",121,2138,972,3231,2022-03-23
