"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",75,2283,12,2370,2022-01-25
"20 - 24",24,752,3,779,2022-01-25
"25 - 29",33,1280,3,1316,2022-01-25
"30 - 34",29,1818,13,1860,2022-01-25
"35 - 39",36,2006,12,2054,2022-01-25
"40 - 44",30,2368,18,2416,2022-01-25
"45 - 49",21,3641,32,3694,2022-01-25
"50 - 54",53,5540,93,5686,2022-01-25
"55 - 59",69,6687,163,6919,2022-01-25
"60 - 64",79,6911,321,7311,2022-01-25
"65 - 69",93,6864,663,7620,2022-01-25
"70 - 74",108,8104,1371,9583,2022-01-25
"75 - 79",138,7842,2310,10290,2022-01-25
"80 - 84",108,6295,2704,9107,2022-01-25
"85 - 89",82,3991,2011,6084,2022-01-25
">90",31,1785,871,2687,2022-01-25
