"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",57,4159,16,4232,2022-09-19
"20 - 24",7,1126,3,1136,2022-09-19
"25 - 29",12,1926,3,1941,2022-09-19
"30 - 34",15,2628,16,2659,2022-09-19
"35 - 39",13,2670,17,2700,2022-09-19
"40 - 44",18,2942,23,2983,2022-09-19
"45 - 49",11,4237,45,4293,2022-09-19
"50 - 54",37,6504,119,6660,2022-09-19
"55 - 59",37,7998,208,8243,2022-09-19
"60 - 64",42,8631,406,9079,2022-09-19
"65 - 69",73,9049,802,9924,2022-09-19
"70 - 74",93,10896,1608,12597,2022-09-19
"75 - 79",121,10952,2700,13773,2022-09-19
"80 - 84",108,9315,3123,12546,2022-09-19
"85 - 89",91,6305,2409,8805,2022-09-19
">90",44,3016,1129,4189,2022-09-19
