"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",95,2836,10,2941,2022-02-19
"20 - 24",25,876,3,904,2022-02-19
"25 - 29",32,1484,3,1519,2022-02-19
"30 - 34",30,2112,13,2155,2022-02-19
"35 - 39",39,2227,12,2278,2022-02-19
"40 - 44",40,2527,20,2587,2022-02-19
"45 - 49",41,3791,33,3865,2022-02-19
"50 - 54",83,5737,98,5918,2022-02-19
"55 - 59",76,6939,171,7186,2022-02-19
"60 - 64",110,7194,336,7640,2022-02-19
"65 - 69",142,7139,690,7971,2022-02-19
"70 - 74",183,8473,1413,10069,2022-02-19
"75 - 79",201,8151,2372,10724,2022-02-19
"80 - 84",194,6620,2776,9590,2022-02-19
"85 - 89",126,4230,2073,6429,2022-02-19
">90",50,1905,903,2858,2022-02-19
