"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",59,4677,19,4755,2023-01-20
"20 - 24",4,1195,4,1203,2023-01-20
"25 - 29",13,2044,3,2060,2023-01-20
"30 - 34",14,2783,17,2814,2023-01-20
"35 - 39",16,2830,18,2864,2023-01-20
"40 - 44",15,3090,24,3129,2023-01-20
"45 - 49",12,4418,49,4479,2023-01-20
"50 - 54",29,6824,126,6979,2023-01-20
"55 - 59",54,8442,231,8727,2023-01-20
"60 - 64",51,9311,426,9788,2023-01-20
"65 - 69",92,10005,858,10955,2023-01-20
"70 - 74",104,12161,1701,13966,2023-01-20
"75 - 79",159,12593,2872,15624,2023-01-20
"80 - 84",134,10952,3293,14379,2023-01-20
"85 - 89",111,7569,2568,10248,2023-01-20
">90",58,3674,1236,4968,2023-01-20
