"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",85,2255,12,2352,2022-01-24
"20 - 24",19,748,3,770,2022-01-24
"25 - 29",33,1272,3,1308,2022-01-24
"30 - 34",29,1810,13,1852,2022-01-24
"35 - 39",36,2001,12,2049,2022-01-24
"40 - 44",29,2361,18,2408,2022-01-24
"45 - 49",24,3635,32,3691,2022-01-24
"50 - 54",56,5529,93,5678,2022-01-24
"55 - 59",69,6672,163,6904,2022-01-24
"60 - 64",72,6902,320,7294,2022-01-24
"65 - 69",96,6856,663,7615,2022-01-24
"70 - 74",111,8090,1368,9569,2022-01-24
"75 - 79",135,7831,2309,10275,2022-01-24
"80 - 84",98,6289,2703,9090,2022-01-24
"85 - 89",81,3986,2009,6076,2022-01-24
">90",25,1783,870,2678,2022-01-24
