"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",99,2773,10,2882,2022-02-16
"20 - 24",28,863,3,894,2022-02-16
"25 - 29",28,1465,3,1496,2022-02-16
"30 - 34",23,2095,13,2131,2022-02-16
"35 - 39",33,2211,12,2256,2022-02-16
"40 - 44",44,2504,19,2567,2022-02-16
"45 - 49",48,3767,33,3848,2022-02-16
"50 - 54",77,5715,98,5890,2022-02-16
"55 - 59",80,6912,170,7162,2022-02-16
"60 - 64",111,7157,336,7604,2022-02-16
"65 - 69",140,7099,687,7926,2022-02-16
"70 - 74",191,8417,1405,10013,2022-02-16
"75 - 79",208,8093,2364,10665,2022-02-16
"80 - 84",192,6573,2771,9536,2022-02-16
"85 - 89",147,4184,2064,6395,2022-02-16
">90",49,1891,896,2836,2022-02-16
