"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",66,3741,12,3819,2022-06-03
"20 - 24",4,1049,3,1056,2022-06-03
"25 - 29",14,1799,3,1816,2022-06-03
"30 - 34",10,2494,15,2519,2022-06-03
"35 - 39",11,2553,16,2580,2022-06-03
"40 - 44",14,2813,22,2849,2022-06-03
"45 - 49",13,4087,41,4141,2022-06-03
"50 - 54",38,6282,113,6433,2022-06-03
"55 - 59",40,7648,198,7886,2022-06-03
"60 - 64",38,8154,384,8576,2022-06-03
"65 - 69",58,8380,761,9199,2022-06-03
"70 - 74",83,10012,1541,11636,2022-06-03
"75 - 79",113,9794,2601,12508,2022-06-03
"80 - 84",90,8254,3009,11353,2022-06-03
"85 - 89",78,5474,2289,7841,2022-06-03
">90",38,2549,1050,3637,2022-06-03
