"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",90,2654,10,2754,2022-02-10
"20 - 24",25,832,3,860,2022-02-10
"25 - 29",36,1414,3,1453,2022-02-10
"30 - 34",34,2012,13,2059,2022-02-10
"35 - 39",36,2161,12,2209,2022-02-10
"40 - 44",38,2464,19,2521,2022-02-10
"45 - 49",38,3733,33,3804,2022-02-10
"50 - 54",62,5666,97,5825,2022-02-10
"55 - 59",89,6840,169,7098,2022-02-10
"60 - 64",97,7086,332,7515,2022-02-10
"65 - 69",113,7030,677,7820,2022-02-10
"70 - 74",176,8300,1393,9869,2022-02-10
"75 - 79",162,8034,2342,10538,2022-02-10
"80 - 84",170,6485,2748,9403,2022-02-10
"85 - 89",123,4121,2047,6291,2022-02-10
">90",43,1855,886,2784,2022-02-10
