"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,2302,12,2392,2022-01-26
"20 - 24",20,757,3,780,2022-01-26
"25 - 29",35,1284,3,1322,2022-01-26
"30 - 34",32,1825,13,1870,2022-01-26
"35 - 39",37,2019,12,2068,2022-01-26
"40 - 44",37,2371,18,2426,2022-01-26
"45 - 49",27,3645,32,3704,2022-01-26
"50 - 54",56,5545,93,5694,2022-01-26
"55 - 59",70,6690,163,6923,2022-01-26
"60 - 64",88,6916,321,7325,2022-01-26
"65 - 69",87,6872,664,7623,2022-01-26
"70 - 74",111,8113,1371,9595,2022-01-26
"75 - 79",132,7852,2312,10296,2022-01-26
"80 - 84",107,6306,2705,9118,2022-01-26
"85 - 89",82,3998,2014,6094,2022-01-26
">90",36,1788,871,2695,2022-01-26
