"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",100,3943,15,4058,2022-07-21
"20 - 24",12,1094,3,1109,2022-07-21
"25 - 29",22,1856,3,1881,2022-07-21
"30 - 34",18,2562,15,2595,2022-07-21
"35 - 39",11,2608,17,2636,2022-07-21
"40 - 44",19,2873,22,2914,2022-07-21
"45 - 49",27,4158,44,4229,2022-07-21
"50 - 54",38,6387,114,6539,2022-07-21
"55 - 59",58,7820,201,8079,2022-07-21
"60 - 64",91,8371,397,8859,2022-07-21
"65 - 69",113,8699,772,9584,2022-07-21
"70 - 74",160,10404,1565,12129,2022-07-21
"75 - 79",214,10288,2643,13145,2022-07-21
"80 - 84",187,8722,3053,11962,2022-07-21
"85 - 89",152,5852,2327,8331,2022-07-21
">90",73,2751,1088,3912,2022-07-21
