"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",68,4781,18,4867,2023-02-23
"20 - 24",4,1208,4,1216,2023-02-23
"25 - 29",10,2066,3,2079,2023-02-23
"30 - 34",15,2807,17,2839,2023-02-23
"35 - 39",14,2856,18,2888,2023-02-23
"40 - 44",16,3123,24,3163,2023-02-23
"45 - 49",14,4443,49,4506,2023-02-23
"50 - 54",24,6879,128,7031,2023-02-23
"55 - 59",48,8522,237,8807,2023-02-23
"60 - 64",53,9413,435,9901,2023-02-23
"65 - 69",108,10181,871,11160,2023-02-23
"70 - 74",121,12384,1724,14229,2023-02-23
"75 - 79",147,12914,2914,15975,2023-02-23
"80 - 84",159,11266,3328,14753,2023-02-23
"85 - 89",131,7799,2603,10533,2023-02-23
">90",61,3808,1260,5129,2023-02-23
