"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",96,3924,14,4034,2022-07-18
"20 - 24",13,1087,3,1103,2022-07-18
"25 - 29",15,1848,3,1866,2022-07-18
"30 - 34",18,2551,15,2584,2022-07-18
"35 - 39",12,2603,16,2631,2022-07-18
"40 - 44",16,2869,22,2907,2022-07-18
"45 - 49",31,4146,44,4221,2022-07-18
"50 - 54",38,6375,114,6527,2022-07-18
"55 - 59",66,7801,200,8067,2022-07-18
"60 - 64",93,8335,396,8824,2022-07-18
"65 - 69",108,8663,771,9542,2022-07-18
"70 - 74",156,10359,1562,12077,2022-07-18
"75 - 79",208,10231,2635,13074,2022-07-18
"80 - 84",204,8638,3048,11890,2022-07-18
"85 - 89",150,5797,2324,8271,2022-07-18
">90",84,2723,1086,3893,2022-07-18
