"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",33,1441,6,1480,2021-09-01
"20 - 24",8,526,3,537,2021-09-01
"25 - 29",13,862,2,877,2021-09-01
"30 - 34",18,1246,11,1275,2021-09-01
"35 - 39",16,1432,10,1458,2021-09-01
"40 - 44",25,1785,13,1823,2021-09-01
"45 - 49",19,2947,26,2992,2021-09-01
"50 - 54",40,4573,77,4690,2021-09-01
"55 - 59",34,5544,130,5708,2021-09-01
"60 - 64",34,5521,243,5798,2021-09-01
"65 - 69",34,5408,514,5956,2021-09-01
"70 - 74",48,6359,1074,7481,2021-09-01
"75 - 79",54,5961,1755,7770,2021-09-01
"80 - 84",45,4636,2019,6700,2021-09-01
"85 - 89",32,2862,1476,4370,2021-09-01
">90",13,1263,621,1897,2021-09-01
