"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",101,2815,11,2927,2022-02-18
"20 - 24",22,873,3,898,2022-02-18
"25 - 29",34,1481,3,1518,2022-02-18
"30 - 34",26,2107,13,2146,2022-02-18
"35 - 39",33,2225,12,2270,2022-02-18
"40 - 44",44,2521,20,2585,2022-02-18
"45 - 49",41,3788,33,3862,2022-02-18
"50 - 54",82,5731,98,5911,2022-02-18
"55 - 59",76,6934,171,7181,2022-02-18
"60 - 64",108,7186,335,7629,2022-02-18
"65 - 69",139,7132,687,7958,2022-02-18
"70 - 74",190,8460,1410,10060,2022-02-18
"75 - 79",203,8140,2369,10712,2022-02-18
"80 - 84",196,6602,2774,9572,2022-02-18
"85 - 89",131,4219,2072,6422,2022-02-18
">90",50,1904,900,2854,2022-02-18
