"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",50,1651,9,1710,2021-11-10
"20 - 24",9,589,3,601,2021-11-10
"25 - 29",28,964,2,994,2021-11-10
"30 - 34",14,1410,11,1435,2021-11-10
"35 - 39",22,1583,10,1615,2021-11-10
"40 - 44",31,1963,14,2008,2021-11-10
"45 - 49",31,3153,28,3212,2021-11-10
"50 - 54",44,4815,77,4936,2021-11-10
"55 - 59",58,5801,138,5997,2021-11-10
"60 - 64",89,5816,257,6162,2021-11-10
"65 - 69",116,5691,533,6340,2021-11-10
"70 - 74",166,6677,1126,7969,2021-11-10
"75 - 79",226,6298,1850,8374,2021-11-10
"80 - 84",219,4972,2136,7327,2021-11-10
"85 - 89",157,3080,1580,4817,2021-11-10
">90",66,1373,676,2115,2021-11-10
