"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,1880,11,1954,2021-12-08
"20 - 24",14,640,3,657,2021-12-08
"25 - 29",26,1083,2,1111,2021-12-08
"30 - 34",29,1563,12,1604,2021-12-08
"35 - 39",46,1755,11,1812,2021-12-08
"40 - 44",48,2132,16,2196,2021-12-08
"45 - 49",62,3362,30,3454,2021-12-08
"50 - 54",95,5097,83,5275,2021-12-08
"55 - 59",120,6144,151,6415,2021-12-08
"60 - 64",147,6275,280,6702,2021-12-08
"65 - 69",202,6198,586,6986,2021-12-08
"70 - 74",283,7268,1233,8784,2021-12-08
"75 - 79",388,6940,2087,9415,2021-12-08
"80 - 84",283,5600,2454,8337,2021-12-08
"85 - 89",191,3567,1827,5585,2021-12-08
">90",91,1575,782,2448,2021-12-08
