"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",87,4011,14,4112,2022-08-01
"20 - 24",9,1103,3,1115,2022-08-01
"25 - 29",20,1879,3,1902,2022-08-01
"30 - 34",19,2579,15,2613,2022-08-01
"35 - 39",14,2625,17,2656,2022-08-01
"40 - 44",19,2892,22,2933,2022-08-01
"45 - 49",25,4180,45,4250,2022-08-01
"50 - 54",37,6411,116,6564,2022-08-01
"55 - 59",52,7873,202,8127,2022-08-01
"60 - 64",81,8456,398,8935,2022-08-01
"65 - 69",105,8797,780,9682,2022-08-01
"70 - 74",156,10536,1573,12265,2022-08-01
"75 - 79",187,10470,2662,13319,2022-08-01
"80 - 84",166,8872,3076,12114,2022-08-01
"85 - 89",136,5966,2347,8449,2022-08-01
">90",81,2820,1099,4000,2022-08-01
