"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",37,1518,6,1561,2021-10-03
"20 - 24",2,552,3,557,2021-10-03
"25 - 29",8,905,2,915,2021-10-03
"30 - 34",12,1307,11,1330,2021-10-03
"35 - 39",15,1494,10,1519,2021-10-03
"40 - 44",16,1868,13,1897,2021-10-03
"45 - 49",12,3033,28,3073,2021-10-03
"50 - 54",22,4678,77,4777,2021-10-03
"55 - 59",24,5642,133,5799,2021-10-03
"60 - 64",27,5621,247,5895,2021-10-03
"65 - 69",29,5501,520,6050,2021-10-03
"70 - 74",28,6449,1090,7567,2021-10-03
"75 - 79",33,6047,1789,7869,2021-10-03
"80 - 84",43,4732,2048,6823,2021-10-03
"85 - 89",15,2926,1498,4439,2021-10-03
">90",9,1287,632,1928,2021-10-03
