"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",64,4809,19,4892,2023-02-28
"20 - 24",4,1211,4,1219,2023-02-28
"25 - 29",13,2069,3,2085,2023-02-28
"30 - 34",15,2813,17,2845,2023-02-28
"35 - 39",15,2859,19,2893,2023-02-28
"40 - 44",21,3125,24,3170,2023-02-28
"45 - 49",19,4445,49,4513,2023-02-28
"50 - 54",29,6892,129,7050,2023-02-28
"55 - 59",59,8537,239,8835,2023-02-28
"60 - 64",61,9436,435,9932,2023-02-28
"65 - 69",115,10218,875,11208,2023-02-28
"70 - 74",144,12438,1729,14311,2023-02-28
"75 - 79",175,12972,2919,16066,2023-02-28
"80 - 84",202,11328,3337,14867,2023-02-28
"85 - 89",152,7833,2611,10596,2023-02-28
">90",77,3826,1264,5167,2023-02-28
