"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",105,2692,10,2807,2022-02-13
"20 - 24",22,843,3,868,2022-02-13
"25 - 29",34,1433,3,1470,2022-02-13
"30 - 34",34,2044,13,2091,2022-02-13
"35 - 39",31,2180,12,2223,2022-02-13
"40 - 44",41,2481,19,2541,2022-02-13
"45 - 49",39,3746,33,3818,2022-02-13
"50 - 54",69,5681,98,5848,2022-02-13
"55 - 59",79,6870,170,7119,2022-02-13
"60 - 64",91,7117,334,7542,2022-02-13
"65 - 69",117,7054,680,7851,2022-02-13
"70 - 74",180,8337,1397,9914,2022-02-13
"75 - 79",172,8052,2350,10574,2022-02-13
"80 - 84",159,6518,2756,9433,2022-02-13
"85 - 89",113,4141,2056,6310,2022-02-13
">90",43,1865,889,2797,2022-02-13
