"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",63,2178,12,2253,2022-01-20
"20 - 24",14,734,3,751,2022-01-20
"25 - 29",34,1245,3,1282,2022-01-20
"30 - 34",21,1786,13,1820,2022-01-20
"35 - 39",28,1973,12,2013,2022-01-20
"40 - 44",28,2338,18,2384,2022-01-20
"45 - 49",24,3617,31,3672,2022-01-20
"50 - 54",46,5498,93,5637,2022-01-20
"55 - 59",61,6639,161,6861,2022-01-20
"60 - 64",62,6877,319,7258,2022-01-20
"65 - 69",83,6831,660,7574,2022-01-20
"70 - 74",99,8053,1363,9515,2022-01-20
"75 - 79",137,7785,2298,10220,2022-01-20
"80 - 84",101,6249,2693,9043,2022-01-20
"85 - 89",62,3957,2003,6022,2022-01-20
">90",25,1777,865,2667,2022-01-20
